,e.ap.1,e.ap.2,e.b.1,e.b.2,e.p.ap.1,e.p.ap.2,e.p.b.1,e.p.b.1.rep,e.p.b.2,e.p.b.2.rep,e.p.pr.l.1,e.p.pr.l.2,e.pr.l.1,e.pr.l.2,pname,gene
Q9EP72,37536214.71,15177217.17,21694701.01,41090487.92,64915322,86738705.78,87766554.67,78873059.8,48633530.76,53815643.62,82033126.08,60557965.62,47852629.64,35194575.87,ER membrane protein complex subunit 7,Emc7
O70378,9393300,30594000,25991000,30812000,39129000,45238000,36351000,51279000,34004000,33742000,45942000,53301000,42648000,37776000,ER membrane protein complex subunit 8,Emc8
O08579,68260000,117980000,169550000,205790000,89117000,100390000,186450000,193750000,145700000,157270000,83033000,78899000,117150000,126410000,Emerin,Emd
O35130,3263998.201,11426599.09,7143528.954,8277013.914,46432372.68,37749152.15,13359082.93,14698539.04,14646599.41,6511410.687,22681721.32,22962206.76,21617158.48,22998742.59,Ribosomal RNA small subunit methyltransferase NEP1,Emg1
Q05BC3,1,5000234.362,572895.1469,527033.3467,752397.9369,1,3303879.987,4152930.942,4249892.106,6359677.364,1,1,1,1,Echinoderm microtubule-associated protein-like 1,Eml1
Q7TNG5,88852000,125640000,67189000,82923000,65288000,77694000,51742000,52493000,56617000,48170000,188100000,179430000,199630000,195240000,Echinoderm microtubule-associated protein-like 2,Eml2
Q8VC03,2902901.04,3561719.427,1171644.874,2561399.594,7268755.069,8066284.088,4555453.073,1665014.827,2018170.369,2933510.907,3671717.243,3615656.493,6774319.546,2163043.181,Echinoderm microtubule-associated protein-like 3,Eml3
Q3UMY5,14942000,14891000,15163000,13722000,15238000,17788000,20663000,18557000,22092000,21841000,21334000,19099000,13457000,12602000,Echinoderm microtubule-associated protein-like 4,Eml4
Q03173,5502847.681,1182031.941,2561328.591,1721233.26,4034913.936,2965005.612,894983.2341,720529.4516,515816.9737,1327571.025,19129872.82,11871977.07,8184188.19,10254582.24,Protein enabled homolog,Enah
Q8C522,37745716.97,78187437.56,17240026.62,10047912.18,35516902.61,29456681.72,5063266.895,1689322.295,1,1378212.499,3370244.072,3287881.699,13186243.28,8364380.778,Endonuclease domain-containing 1 protein,Endod1
O08600,6193498.967,5903627.184,2462408.616,4348365.949,7359654.82,5976503.369,2785186.279,2221983.064,1,2130445.416,1613135.286,1,2284582.922,1744664.612,"Endonuclease G, mitochondrial",Endog
Q8BX80,2617836.723,7874950.63,1,1,3890614.332,1197481.279,1,1,1,1,10885785.19,13072553.34,13033838.46,9380358.368,Cytosolic endo-beta-N-acetylglucosaminidase,Engase
P17182;P17183,6044600000,5623200000,4885200000,4784300000,4018300000,3687300000,5080200000,5854100000,4729200000,3833500000,1773200000,1896400000,3136200000,3520200000,Alpha-enolase,Eno1
Q8BGB7,6676060.362,16857979.65,18847203.26,10442797.66,20810192.94,16180706.06,17606100.91,18741525.43,20298373.91,15082878.33,12489439.05,4455960.042,9534981.352,5871156.275,Enolase-phosphatase E1,Enoph1
P06802,2770843.994,1531195.036,69949306.24,69640562.1,5007436.269,1062324.914,88848105.41,85856782.39,75611274.52,48471216.34,1,1,1,1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase,Enpp1
Q6DYE8,54515313.96,119656679.3,1,1,57934341.14,59101594.91,1,2457905.741,1,1377893.999,1,1,1,736572.3577,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase,Enpp3
Q8BTJ4,5877597.799,22112573.94,1,1681671.675,33449908.28,23382874,1,1,1083731.686,1,5828044.629,10215131.9,8491976.415,10184389.08,Bis(5-adenosyl)-triphosphatase enpp4,Enpp4
P60840,1,18975604.29,22590003.22,1,8288977.271,11120056.78,54214661.98,21762195.81,19770216.81,114800081.6,45335604.26,12924290.91,10789963.02,11414136.75,Alpha-endosulfine,Ensa
P55772,1,4197006.818,133814924.8,143565948.2,4606712.368,15938988.06,91436101.81,88955984.59,69176463.39,92301253.04,114834.9137,1,2294759.791,1,Ectonucleoside triphosphate diphosphohydrolase 1,Entpd1
O55026,1,2760261.107,1054873.447,2585623.457,4988911.32,1,1,522423.5858,4260571.918,1,2069045.909,646613.9054,1,1,Ectonucleoside triphosphate diphosphohydrolase 2,Entpd2
Q9JIX0,49558000,40052000,38849000,31570000,32739000,38679000,36612000,28510000,38748000,33161000,35114000,27708000,20234000,26252000,Enhancer of yellow 2 transcription factor homolog,Eny2
Q8BYW9,1,1,69523491.78,88477962.87,1,1,75605546.69,44115717.53,51056681.4,54611893.21,1,1,44336.89382,327947.9031,EGF domain-specific O-linked N-acetylglucosamine transferase,Eogt
P48193,4483348.46,11058192.29,1,1,5216460.696,4204350.392,1,1,509220.6192,735161.326,9795012.349,5970433.343,1,93712.42373,Protein 4.1,Epb41
Q9Z2H5,10929897.91,8846934.894,1673123.293,1444545.622,7021855.746,3049761.202,2900487.313,1652487.131,1511417.774,2220517.17,6774549.208,7167016.012,3057478.87,4076262.532,Band 4.1-like protein 1,Epb41l1
O70318,4345641.915,5771888.068,52629575.89,63700237.97,14405960.5,13499179.09,56399651.98,50671722.17,41443953.07,38639763.34,5652007.878,2239361.784,4077052.187,366859.5257,Band 4.1-like protein 2,Epb41l2
Q9WV92,1595206.737,1,8157404.11,7941896.859,153224.5799,1,23490251.94,25672426.03,19506362.63,19629782.01,2151087.223,2814290.553,1168949.893,1262610.822,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",Epb41l3
Q9JMC8,11197778.34,10169225.44,1,1,10994219.85,12227845.25,846249.0729,1,1,1532876.02,8899108.102,2683799.644,4055060.222,8439587.732,Band 4.1-like protein 4B,Epb41l4b
Q8BGS1,8562051.534,13117024.26,1,1,11972217.17,12563164.7,1,899469.8137,1,1,10525360.17,11682780.23,17878524.41,11170283.89,Band 4.1-like protein 5,Epb41l5
Q99JW5,259470000,508460000,32440000,23331000,482620000,337550000,50010000,85563000,37183000,27023000,474360000,449180000,285040000,337500000,Epithelial cell adhesion molecule,Epcam
Q99M71,1,1,29525319.82,48697267.73,1,1,18478423.08,23366956.16,17382964.7,10910530.45,7523728.87,7784027.351,1,1136399.878,Mammalian ependymin-related protein 1,Epdr1
P54754;Q8CBF3;Q03137;P54761;P54763;Q61772;Q62413,1,1139107.853,2466448.394,2548496.431,765747.9003,1624756.423,3063943.106,590344.2614,790171.4736,5167850.971,1,1,1,412083.9746,Ephrin type-B receptor 3,Ephb3
Q9D379,188900000,421650000,246680000,233510000,419250000,282130000,169150000,200670000,2.50E+08,136310000,25558000,46877000,165500000,160380000,Epoxide hydrolase 1,Ephx1
Q8VEH5,46308000,47336000,37058000,39144000,31695000,34194000,41824000,44702000,34386000,55998000,16543000,22071000,13691000,14263000,EPM2A-interacting protein 1,Epm2aip1
Q80VP1,1,6511831.843,5470842.394,4461572.945,14851459.28,9246690.819,6974070.907,10595251.43,11405411.07,1,24736848.04,4536580.86,10264240.87,14591516.64,Epsin-1,Epn1
Q8CHU3,1,1,6032589.936,8611522.33,1,1,3653001.989,2910398.611,4329407.346,3663894.736,9375963.004,6973326.368,13440416.78,14432442.53,Epsin-2,Epn2
Q91W69,4386836.18,1550656.496,6725794.047,4106249.049,4766911.929,2418414.347,3915535.555,6064245.865,1311148.861,2032283.766,49793018.56,35012398.27,10193747.44,4985081.607,Epsin-3,Epn3
Q8R0W0,220780000,371970000,1.76E+09,2.00E+09,485480000,389110000,922530000,1032300000,843210000,842690000,368030000,384810000,410300000,443110000,Epiplakin,Eppk1
Q8CGC7,361430000,558320000,479880000,446900000,758930000,721400000,611720000,618510000,476410000,518930000,645680000,657530000,614870000,641550000,Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase,Eprs
P42567,50659000,75128000,24986000,38089000,61112000,70961000,35843000,43751000,26764000,31784000,209430000,200830000,67493000,87182000,Epidermal growth factor receptor substrate 15,Eps15
Q60902,43411000,63108000,46497000,70726000,48285000,71011000,63855000,67718000,75901000,49812000,41203000,39087000,31253000,36492000,Epidermal growth factor receptor substrate 15-like 1,Eps15l1
Q08509,5771434.292,25595222.68,35290192.56,30031503.36,30204667.18,24227344.13,45546161.59,45841547.77,30764141,24499007.54,22234669.84,15411305.87,34606814.44,27394930.95,Epidermal growth factor receptor kinase substrate 8,Eps8
Q8R5F8,23812639.41,6512512.314,529647.683,1,3735214.758,7041399.75,1,690238.6066,1195645.347,1,126027575.9,54307980.21,80173868.29,69901446.03,Epidermal growth factor receptor kinase substrate 8-like protein 1,Eps8l1
Q99K30,159210000,189820000,115690000,131190000,126210000,117150000,90458000,97927000,80874000,76645000,79878000,69122000,120590000,120130000,Epidermal growth factor receptor kinase substrate 8-like protein 2,Eps8l2
Q80TA1,1,1,1,1,16972453.46,16056247,9373439.712,9984292.563,6249036.255,4147695.99,28960092.52,24262623.06,13041284.95,15427453.34,Ethanolaminephosphotransferase 1,Ept1
Q9EQH2,69913000,120250000,95337000,84892000,225190000,191040000,167670000,169900000,176510000,111900000,96009000,120550000,1.12E+08,105880000,Endoplasmic reticulum aminopeptidase 1,Erap1
P70424,1754428.458,1,1,1,1819645.01,1397027.206,1,1,1,1,46010275.34,27800953.45,1101435.056,2627548.682,Receptor tyrosine-protein kinase erbB-2,Erbb2
Q80TH2,22579000,38973000,25172000,26452000,20833000,19186000,16534000,20251000,12610000,11783000,23959000,16551000,18572000,18420000,Protein LAP2,Erbb2ip
Q61526,346432.0029,1,1,1,1,1,1,1,1,1,1961295.041,2026602.696,247565.9838,797011.4014,Receptor tyrosine-protein kinase erbB-3,Erbb3
Q99MI1,20229444.5,5763178.044,20991561.23,21511763.91,5776784.16,4434959.654,12929037.76,7677420.341,12962958.45,4757814.279,2887002.72,3489159.185,2941115.063,3757932.004,ELKS/Rab6-interacting/CAST family member 1,Erc1
O08811,619561.7529,1838223.389,4836924.759,5276419.865,9809223.103,9449219.649,4575345.882,3882089.652,3890861.953,5937346.579,3895242.978,5177703.564,2064613.628,4142262.333,TFIIH basal transcription factor complex helicase XPD subunit,Ercc2
P49135,1,919560.805,1,1,788772.8372,1,1,490403.171,1166073.935,910654.7367,486401.8253,476122.0911,715061.5473,1,TFIIH basal transcription factor complex helicase XPB subunit,Ercc3
Q8BHK9,1,1,1,1,1173071.783,1692334.606,1,150692.2793,1,1,1,140395.0396,291857.7022,1,DNA excision repair protein ERCC-6-like,Ercc6l
Q9DC16,62803000,49543000,37244000,43999000,46352000,48337000,57232000,62109000,65090000,52546000,35931000,33679000,32393000,34573000,Endoplasmic reticulum-Golgi intermediate compartment protein 1,Ergic1
Q9CR89,1,2494469.275,1,5671548.801,8581476.469,1772461.553,3433215.429,1,1,4864893.925,7596108.632,10572559.18,10677272.81,8947348.628,Endoplasmic reticulum-Golgi intermediate compartment protein 2,Ergic2
P84089,667060000,266240000,161370000,302890000,212500000,278670000,341380000,300620000,286610000,318750000,281220000,234240000,234960000,226970000,Enhancer of rudimentary homolog,Erh
Q8C460,1,3564305.216,9094195.931,6913782.565,15443957.65,3694788.268,18656750.2,27556722.27,19537773.84,24256310.66,4399281.23,4621095.439,1,1,ERI1 exoribonuclease 3,Eri3
Q8VEH8,1,6454400.121,1,8234043.947,1789045.094,5151267.816,2603575.885,6288155.043,8797383.009,1150230.315,10188515.9,6528539.068,8223902.8,8223082.862,Endoplasmic reticulum lectin 1,Erlec1
Q91X78,2935856.452,3416915.275,1,1,15824206.61,9354383.904,4571805.09,3768732.709,1,1,3535800.496,4470187.245,12029555.27,10033519.38,Erlin-1,Erlin1
Q8BFZ9,178300000,240700000,143970000,123910000,194790000,182710000,121080000,141450000,131950000,102540000,171830000,157260000,133540000,145160000,Erlin-2,Erlin2
Q3UVK0,49510000,99673000,20578000,17556000,195670000,174710000,46616000,60640000,26617000,34885000,56864000,66375000,102920000,100730000,Endoplasmic reticulum metallopeptidase 1,Ermp1
Q9EQY0,1,1,1,1,1,1,1,1,1,1,7302495.707,5308993.194,1,3227016.482,Serine/threonine-protein kinase/endoribonuclease IRE1;Serine/threonine-protein kinase;Endoribonuclease,Ern1
Q8R180,28275000,32975000,37812000,33895000,28034000,19629000,40342000,35827000,39669000,31410000,39941000,27883000,76832000,56980000,ERO1-like protein alpha,Ero1l
P57759,83434000,184190000,99028000,126610000,170090000,164110000,201860000,184450000,176590000,117470000,365260000,309230000,155690000,176810000,Endoplasmic reticulum resident protein 29,Erp29
Q9D1Q6,208520000,288440000,214830000,201270000,217840000,194800000,237660000,263010000,266340000,232860000,529760000,464760000,399560000,413230000,Endoplasmic reticulum resident protein 44,Erp44
Q9R0P3,135060000,241980000,217170000,265790000,225080000,196080000,304680000,293070000,257470000,241460000,268570000,242260000,250770000,240380000,S-formylglutathione hydrolase,Esd
Q3US41,83919000,97345000,35828000,46215000,127510000,107610000,52989000,69338000,82900000,43326000,83084000,98068000,79018000,74323000,Epithelial splicing regulatory protein 1,Esrp1
Q8K0G8,2111123.718,1,709723.5279,1,2046969.387,2076203.368,1,1,1,1,8038083.694,8830350.786,5598767.1,6445008.13,Epithelial splicing regulatory protein 2,Esrp2
Q61539;P62509,1,1,1,1,1,1,1,1,1,1,14271913.5,20351390.18,15305514.14,8841603.091,Steroid hormone receptor ERR2,Esrrb
Q3U7R1,73658000,142120000,245240000,226840000,136170000,109820000,164370000,209990000,153080000,134280000,324450000,2.80E+08,258420000,264660000,Extended synaptotagmin-1,Esyt1
Q3TZZ7,47915000,64977000,76373000,115680000,62398000,57777000,72196000,78490000,61078000,53116000,48812000,53481000,86076000,80725000,Extended synaptotagmin-2,Esyt2
Q5DTI8,1,1,1,1,200211.951,558903.4551,1,1,1,1,1,1,7089554.261,4029406.321,Extended synaptotagmin-3,Esyt3
Q8BWY3,93843000,60502000,58810000,69961000,98127000,103450000,74409000,66380000,104470000,69643000,101030000,96292000,90285000,81752000,Eukaryotic peptide chain release factor subunit 1,Etf1
Q99LC5,494040000,731810000,452510000,439470000,840320000,667430000,600700000,622400000,491770000,519360000,659070000,630120000,815290000,795470000,"Electron transfer flavoprotein subunit alpha, mitochondrial",Etfa
Q9DCW4,722490000,403930000,318850000,289820000,396030000,407310000,322570000,332680000,474380000,289970000,374990000,301460000,393830000,394280000,Electron transfer flavoprotein subunit beta,Etfb
Q921G7,206410000,125740000,235680000,219560000,141450000,147450000,222730000,214830000,187730000,198300000,128690000,120250000,90765000,78423000,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",Etfdh
Q9DCM0,3893681.974,16464667.62,142549580.5,158100265.8,16018456.08,38393047.77,125846153.5,118606421.3,118667071.5,160358298.4,61791356.01,50524043.36,19191588.7,39980017.19,"Persulfide dioxygenase ETHE1, mitochondrial",Ethe1
Q9D4V0,1,1,1,1,2306243.676,1,1,1,1,1,85020019.42,73127824.45,1,1,Ethanolamine kinase 1,Etnk1
P97360,56966000,55323000,18772000,12257000,79757000,76601000,25718000,29024000,39367000,22625000,36151000,47041000,49952000,43285000,Transcription factor ETV6,Etv6
Q61545,167210000,183520000,156230000,148420000,1.39E+08,169710000,167080000,159570000,181400000,251930000,172500000,137540000,120050000,124620000,RNA-binding protein EWS,Ewsr1
Q8R3S6,1,1,1,1,1,1,1,391574.6147,1,1,244551.8924,644966.545,1161056.614,654528.407,Exocyst complex component 1,Exoc1
Q9D4H1,1303292.402,4445786.884,4354007.483,5147996.874,6715031.587,4265448.475,2526451.017,1401886.483,1070718.47,1,1293829.183,3614059.053,1588038.311,4601754.037,Exocyst complex component 2,Exoc2
Q6KAR6,3718547.496,1847613.884,5628502.928,4948363.031,5800934.094,4442365.482,4193519.845,6482614.789,2832707.968,366300.2936,4471660.992,2250843.386,4876556.923,2689218.385,Exocyst complex component 3,Exoc3
Q6DIA2,898717.6354,1437970.558,1,1,2518718.094,1650265.387,1109812.687,2197488.616,489925.1604,3375461.283,1,390963.5439,1,1,Exocyst complex component 3-like protein 4,Exoc3l4
O35382,1802896.453,4412579.917,5834531.619,10244868.01,6626906.829,5075255.218,3741650.523,3833147.5,1096924.395,3340426.3,5743219.479,4029293.706,4782880.087,7680225.388,Exocyst complex component 4,Exoc4
Q3TPX4,3995137.565,8384759.234,4500422.149,3799251.151,4591112.411,4897001.048,3949012.125,4021343.398,3896830.084,2866880.741,2542789.463,4513168.375,2702976.335,7337919.794,Exocyst complex component 5,Exoc5
A6H5Z3,808843.5179,3072869.319,4197002.048,2728897.258,2789692.351,2510472.906,3378300.978,741845.2314,1352836.026,2680367.236,945472.9215,1621102.445,531778.6236,861643.8026,Exocyst complex component 6B,Exoc6b
O35250,1,1,1,1,2410568.39,1,1183654.276,1144367.556,1583304.576,1,1862059.44,1,2124433.758,1,Exocyst complex component 7,Exoc7
Q6PGF7,1,2311694.861,2218493.356,3599860.764,1417946.112,2543079.122,1801876.402,2026261.2,3777916.21,2456525.55,4749717.181,4102875.803,2459972.567,1868687.718,Exocyst complex component 8,Exoc8
Q8C163,1,3336483.645,2773253.174,1,3527090.329,1,7504545.792,8368780.831,9427402.175,3806327.863,7623783.247,11274933.74,7913632.412,2715791.509,"Nuclease EXOG, mitochondrial",Exog
Q9DAA6,1,3855274.462,1,1,13623712.64,3579175.061,3062655.546,1764862.427,3837238.527,1,5123733.869,1,1,1453590.907,Exosome complex component CSL4,Exosc1
P56960,39310000,53070000,33577000,36573000,83458000,71489000,53131000,57840000,55727000,45501000,44125000,52321000,31911000,36903000,Exosome component 10,Exosc10
Q8VBV3,1,12629399,5016531.116,7174645.569,19987445.19,17406782.06,12560151.7,11913931.58,6996623.1,3893087.219,13125136.42,12811970.88,8899051.164,5768145.537,Exosome complex component RRP4,Exosc2
Q7TQK4,8801684.461,23555171.7,38966390.76,24653562.39,57818091.46,39714782.38,53630753.34,51849699.48,51657981.74,21704489.96,27954636.1,34539655.77,4930568.792,29483405.3,Exosome complex component RRP40,Exosc3
Q921I9,31493604.45,44735500.86,30084337.78,25596954.02,100822223.5,105800484.7,64551840.66,38272108.68,73906094.44,35451579.96,35403856.39,23596190.91,13818698.44,17356397.78,Exosome complex component RRP41,Exosc4
Q9CRA8,22455000,26020000,19494000,17696000,25011000,23466000,24300000,28204000,25822000,12450000,23238000,14263000,18039000,12260000,Exosome complex component RRP46,Exosc5
Q8BTW3,25729000,28657000,17115000,25892000,42557000,32857000,21830000,30636000,27617000,24207000,22897000,17736000,16397000,16015000,Exosome complex component MTR3,Exosc6
Q9D0M0,6902040.333,6856286.081,19074304.31,1353249.657,33769407.4,27188646.83,17039574.33,15578282.41,7604205.686,8235768.81,6395128.601,15467715.48,4093335.177,3076420.253,Exosome complex exonuclease RRP42,Exosc7
